label,id,base_id,sources,names,categories,confidence,websites,socials,emails,phones,brand,addresses,base_sources,base_names,base_categories,base_confidence,base_websites,base_socials,base_emails,base_phones,base_brand,base_addresses
0.0,08f2aa84d336028503e2f42fd580fb01,1407374885415681,"[{""property"":"""",""dataset"":""meta"",""record_id"":""242771389116960"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Tysons Corner Dentists""}","{""primary"":""dentist"",""alternate"":[""doctor"",""health_and_medical""]}",0.9837452982267598,"[""http://tysonscornerdentists.com/""]","[""https://www.facebook.com/242771389116960""]",,"[""+17038488889""]",,"[{""freeform"":""8296 Old Courthouse Rd"",""locality"":""Vienna"",""postcode"":""22182-3852"",""region"":""VA"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374885415681"",""update_time"":""2024-12-16T15:32:03.257"",""confidence"":0.77}]","{""primary"":""Tysons Corner Diagnostic Imaging""}","{""primary"":""diagnostic_imaging"",""alternate"":[""doctor"",""health_and_medical""]}",0.77,"[""https://www.tysonscornerimaging.com/tysons-corner/""]",,,"[""7033564900""]","{""names"":{}}","[{""freeform"":""8320 Old Courthouse Rd 130"",""locality"":""Vienna"",""region"":""VA"",""country"":""US"",""postcode"":""22182""}]"
0.0,08f186930e85a2cc0324b6f63905b2b0,08f186930ebad64a03bc48df7206deed,"[{""property"":"""",""dataset"":""meta"",""record_id"":""100310725252356"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""L'atelier des langues""}","{""primary"":""education"",""alternate"":[""school"",""language_school""]}",0.3941504178272981,"[""http://www.atelierdeslangues.fr/""]","[""https://www.facebook.com/100310725252356""]",,"[""+33755630052""]",,"[{""freeform"":""4 rue des Cloutiers"",""locality"":""Brive-la-Gaillarde"",""postcode"":""19100"",""country"":""FR""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""100961108557889"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""L'Atelier de Nico""}","{""primary"":""cafe"",""alternate"":[""tea_room"",""shopping""]}",0.9837452982267598,"[""https://latelierdenico-brive.com/""]","[""https://www.facebook.com/100961108557889""]",,"[""+33686422761""]",,"[{""freeform"":""L' Atelier de Nico La Halle, Pl. Maréchal de Lattre de Tassigny"",""postcode"":""19100"",""country"":""FR""}]"
1.0,08f2a33c36135b0d03152e4dc4795340,562949966665885,"[{""property"":"""",""dataset"":""meta"",""record_id"":""116755404861606"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949966665885"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""LibertyX Bitcoin ATM""}","{""primary"":""atms""}",0.9877528662420382,"[""https://libertyx.com/a/buy-bitcoin/locations/MA/shrewsbury/720-boston-turnpike?y_source=1_NjcwNzI2ODQtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[""https://www.facebook.com/116755404861606""]",,"[""+18005118940""]","{""names"":{""primary"":""LibertyX Bitcoin ATM""}}","[{""freeform"":""720 Boston Tpke"",""locality"":""Shrewsbury"",""postcode"":""01545-4166"",""region"":""MA"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""562949966665885"",""update_time"":""2024-12-02T13:51:05.323"",""confidence"":0.77}]","{""primary"":""LibertyX Bitcoin ATM""}","{""primary"":""atms""}",0.77,"[""https://libertyx.com/a/buy-bitcoin/locations/MA/shrewsbury/720-boston-turnpike?y_source=1_NjcwNzI2ODQtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D""]",,,"[""8005118940""]","{""names"":{}}","[{""freeform"":""720 Boston Turnpike"",""locality"":""Shrewsbury"",""region"":""MA"",""country"":""US"",""postcode"":""01545""}]"
1.0,08f195b4442d02b0035773b93cc426d5,562949965959385,"[{""property"":"""",""dataset"":""meta"",""record_id"":""164910460278660"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424933845982"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949965959385"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""281474978444762"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374890666007"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374886566592"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Ship Inn""}","{""primary"":""restaurant"",""alternate"":[""pub"",""hotel""]}",0.9962614185921548,"[""https://www.greeneking.co.uk/pubs/devon/ship?utm_source=facebook&utm_medium=locations&utm_campaign=HT_pubpage""]","[""https://www.facebook.com/164910460278660""]",,"[""+441392272040""]",,"[{""freeform"":""11 Martins Lane"",""locality"":""Exeter"",""postcode"":""EX1 1EY"",""region"":""ENG"",""country"":""GB""}]","[{""dataset"":""Microsoft"",""record_id"":""562949965959385"",""update_time"":""2024-11-25T14:10:01.61"",""confidence"":0.77}]","{""primary"":""Ship Inn""}","{""primary"":""pub"",""alternate"":[""bar"",""british_restaurant"",""restaurant""]}",0.77,"[""https://www.greeneking.co.uk/pubs/devon/ship?utm_source=bing&utm_medium=locations&utm_campaign=HT_pubpage""]",,,"[""01392272040""]","{""names"":{}}","[{""freeform"":""1-3 Martins Ln"",""locality"":""Exeter"",""region"":"""",""country"":""GB"",""postcode"":""EX1 1EY""}]"
1.0,08f2668b304b439b035e27fbc3dd15b8,2251799820782316,"[{""property"":"""",""dataset"":""meta"",""record_id"":""442477415877769"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""2251799820782316"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899911930660"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""State Beauty Supply""}","{""primary"":""beauty_salon"",""alternate"":[""beauty_and_spa"",""cosmetic_and_beauty_supplies""]}",0.997898979043525,"[""http://statebeautysupplyoflouisville.com/""]","[""https://www.facebook.com/442477415877769""]",,"[""+15024510595""]",,"[{""freeform"":""1226 Gardiner Ln"",""locality"":""Louisville"",""postcode"":""40213-1834"",""region"":""KY"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""2251799820782316"",""update_time"":""2023-01-18T08:36:43.093"",""confidence"":0.77}]","{""primary"":""State Beauty Supply of Louisville""}","{""primary"":""beauty_product_supplier"",""alternate"":[""business_equipment_and_supply"",""business_to_business"",""retail""]}",0.77,"[""http://www.statebeautysupplyoflouisville.com/""]",,,"[""5024510595""]","{""names"":{}}","[{""freeform"":""1226 Gardiner Ln"",""locality"":""Louisville"",""region"":""KY"",""country"":""US"",""postcode"":""40213""}]"
1.0,08f26cb8120b64f203d68aca639d4d4e,1407374890456981,"[{""property"":"""",""dataset"":""msft"",""record_id"":""1407374891326292"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374890456982"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374890456981"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Waxahachie Ford Collision""}",,0.77,"[""https://www.waxahachieford.com/""]",,,"[""9729380444""]",,"[{""freeform"":""2401 N 1-35 E"",""locality"":""Waxahachie"",""postcode"":""75167"",""region"":""TX"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374890456981"",""update_time"":""2024-12-29T14:53:45.953"",""confidence"":0.77}]","{""primary"":""Waxahachie Ford Parts""}","{""primary"":""auto_parts_and_supply_store"",""alternate"":[""automotive"",""retail""]}",0.77,"[""https://www.waxahachieford.com/""]",,,"[""9729380444""]","{""names"":{}}","[{""freeform"":""2401 N 1-35 E"",""locality"":""Waxahachie"",""region"":""TX"",""country"":""US"",""postcode"":""75167""}]"
1.0,1970324838447947,562949960334259,"[{""dataset"":""Microsoft"",""record_id"":""1970324838447947"",""update_time"":""2023-10-29T20:04:31.507"",""confidence"":0.77}]","{""primary"":""Camping Ter""}","{""primary"":""campground"",""alternate"":[""rv_park"",""hotel"",""holiday_park"",""travel""]}",0.77,"[""http://campingter.com/home.html""]",,,"[""639408590""]","{""names"":{}}","[{""freeform"":""Ctra.Torroella-L´estartit Km 4,3"",""locality"":""L´Estartit"",""region"":""Girona"",""country"":""ES"",""postcode"":""17258""}]","[{""dataset"":""Microsoft"",""record_id"":""562949960334259"",""update_time"":""2024-12-27T09:39:14.453"",""confidence"":0.77}]","{""primary"":""Camping TER""}","{""primary"":""campground"",""alternate"":[""rv_park"",""hotel"",""holiday_park"",""travel""]}",0.77,"[""http://www.campingter.com/""]",,,"[""639408590""]","{""names"":{}}","[{""freeform"":""Ctr.torroella a l´estartit km 4,3"",""locality"":""Torroella de Montgri"",""region"":""Girona"",""country"":""ES"",""postcode"":""17258""}]"
1.0,08f39337a966ac0c0317d754a7bc5595,1970324839459072,"[{""property"":"""",""dataset"":""meta"",""record_id"":""105276901759835"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324839459072"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Banco Montepio""}","{""primary"":""bank_credit_union"",""alternate"":[""social_service_organizations"",""professional_services""]}",0.9918379237288135,"[""https://www.bancomontepio.pt/?utm_source=google&utm_medium=organic&utm_campaign=localmkt_website""]","[""https://www.facebook.com/105276901759835""]",,"[""+351217241624""]","{""names"":{""primary"":""Banco Montepio""}}","[{""freeform"":""Rua 5 de Outubro 33c"",""locality"":""Cascais"",""postcode"":""2775-562"",""country"":""PT""}]","[{""dataset"":""Microsoft"",""record_id"":""1970324839459072"",""update_time"":""2025-01-02T00:22:09.42"",""confidence"":0.77}]","{""primary"":""Banco Montepio""}","{""primary"":""bank_credit_union""}",0.77,"[""https://www.bancomontepio.pt/""]",,,"[""217241624""]","{""names"":{}}","[{""freeform"":""Rua 5 de Outubro, 33 C e D"",""locality"":""Cascais"",""region"":""Lisbon"",""country"":""PT"",""postcode"":""2775-562""}]"
0.0,08f195cc2b65176d036d63d22f10d689,08f195cc2b6708d103e6b5a560744879,"[{""property"":"""",""dataset"":""msft"",""record_id"":""562949959222464"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Heron Cross Store, Best-One""}","{""primary"":""korean_grocery_store"",""alternate"":[""convenience_store"",""retail""]}",0.77,"[""https://stores.best-one.co.uk/heron-cross-store-best-one-5e8d54ac83d1?y_source=1_MTI3MjQ0MTMtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D""]",,,"[""01782311966""]",,"[{""freeform"":""1-3 Grove Road"",""locality"":""Heron Cross"",""postcode"":""ST4 3AY"",""country"":""GB""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""144613168905440"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Heron Cross Pottery""}","{""primary"":""business_manufacturing_and_supply"",""alternate"":[""flowers_and_gifts_shop"",""arts_and_crafts""]}",0.9544061302681992,"[""http://www.heroncrosspottery.org/""]","[""https://www.facebook.com/144613168905440""]",,"[""+441782312671""]",,"[{""freeform"":""Hines St"",""postcode"":""ST4 3AT"",""country"":""GB""}]"
0.0,1407374886122622,1407374888120718,"[{""dataset"":""Microsoft"",""record_id"":""1407374886122622"",""update_time"":""2021-12-04T07:45:10.99"",""confidence"":0.77}]","{""primary"":""Benjamin Barnes, MD""}","{""primary"":""neurologist"",""alternate"":[""psychiatrist"",""home_health_care"",""doctor"",""personal_care_service"",""health_and_medical""]}",0.77,"[""https://providers.baystatehealth.org/provider/Benjamin+J+Barnes/209172""]",,,"[""4137945600""]","{""names"":{}}","[{""freeform"":""759 Chestnut St"",""locality"":""Springfield"",""region"":""MA"",""country"":""US"",""postcode"":""01199""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374888120718"",""update_time"":""2024-10-03T11:54:37.503"",""confidence"":0.77}]","{""primary"":""Benjamin J. Saunders, MD""}","{""primary"":""neurologist"",""alternate"":[""home_health_care"",""doctor"",""personal_care_service"",""health_and_medical""]}",0.77,"[""https://providers.baystatehealth.org/provider/Benjamin+J.+Saunders/1208753""]",,,"[""4137945600""]","{""names"":{}}","[{""freeform"":""759 Chestnut St"",""locality"":""Springfield"",""region"":""MA"",""country"":""US"",""postcode"":""01199""}]"
0.0,1125899911668528,1407374885187385,"[{""dataset"":""Microsoft"",""record_id"":""1125899911668528"",""update_time"":""2023-05-10T01:46:02.88"",""confidence"":0.77}]","{""primary"":""Walmart Fuel Station""}","{""primary"":""gas_station"",""alternate"":[""automotive"",""business_to_business""]}",0.77,"[""http://www.walmart.com/store/1833/""]",,,"[""5407862090""]","{""names"":{}}","[{""freeform"":""1800 Carl D Silver Pkwy"",""locality"":""Fredericksburg"",""region"":""VA"",""country"":""US"",""postcode"":""22401""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374885187385"",""update_time"":""2024-12-30T17:52:52.72"",""confidence"":0.77}]","{""primary"":""Walmart""}","{""primary"":""photography_store_and_services"",""alternate"":[""retail""]}",0.77,"[""https://www.walmart.com/store/1833-fredericksburg-va/""]",,,"[""5405488095""]","{""names"":{}}","[{""freeform"":""1800 Carl D Silver Pkwy"",""locality"":""Fredericksburg"",""region"":""VA"",""country"":""US"",""postcode"":""22401""}]"
0.0,08f2ab22c32d1a6b03e07e2b543c6186,1407374885778844,"[{""property"":"""",""dataset"":""meta"",""record_id"":""1572968119632103"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949957426960"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Lake Erie Fishing Charters With EyeTime Charters: Capt Chad Hornig""}","{""primary"":""fishing_club"",""alternate"":[""hunting_and_fishing_supplies"",""lake""]}",0.9872500778573653,"[""http://www.ohiowalleyecharters.com/""]","[""https://www.facebook.com/1572968119632103""]",,"[""+14192315664""]",,"[{""freeform"":""5925 E Saylor St"",""locality"":""Lakeside-Marblehead"",""postcode"":""43440-9599"",""region"":""OH"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374885778844"",""update_time"":""2024-12-12T15:13:05.08"",""confidence"":0.77}]","{""primary"":""Lake Erie Fishing Charters - Eriegardless Sportfishing""}","{""primary"":""boat_charter"",""alternate"":[""kids_recreation_and_party"",""fishing_charter"",""active_life"",""travel""]}",0.77,"[""https://www.eriegardlesssportfishing.com/""]",,,"[""4197020589""]","{""names"":{}}","[{""freeform"":""5925 E Saylor St"",""locality"":""Lakeside Marblehead"",""region"":""OH"",""country"":""US"",""postcode"":""43440""}]"
0.0,08f3cf288525145403c75007aecc0a9b,08f3cf28852730d60358d0c68b1a1fd2,"[{""property"":"""",""dataset"":""meta"",""record_id"":""102287315852823"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""U""}","{""primary"":""beauty_and_spa"",""alternate"":[""campground""]}",0.9097222222222222,,"[""https://www.facebook.com/102287315852823""]",,,,"[{""freeform"":""12, Srinagar St"",""postcode"":""700129"",""country"":""IN""}]","[{""property"":"""",""dataset"":""msft"",""record_id"":""1688849863806370"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""UCO Bank""}","{""primary"":""bank_credit_union""}",0.77,"[""https://branch.ucobank.com/uco-bank-madhyamgram-banks-madhyamgram-madhyamgram-96292/Home?utm_source=locator&utm_medium=bing""]",,,"[""18001030123""]",,"[{""freeform"":""Hormuz Villa, Sodepur Road"",""locality"":""Madhyamgram"",""postcode"":""700129"",""region"":""West Bengal"",""country"":""IN""}]"
1.0,08f195885286054403d13c2afe2f68d7,844424931121796,"[{""property"":"""",""dataset"":""msft"",""record_id"":""844424932033039"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424931121796"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899908666157"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899907890102"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Jon Harper Wedding Photography""}","{""primary"":""wedding_planning"",""alternate"":[""photography_store_and_services"",""real_estate_photography""]}",0.77,"[""http://www.jon-harper.co.uk/""]",,,"[""01452538638""]",,"[{""freeform"":""90 Colesbourne Road"",""locality"":""Cheltenham"",""postcode"":""GL51 6DN"",""country"":""GB""}]","[{""dataset"":""Microsoft"",""record_id"":""844424931121796"",""update_time"":""2017-05-12T17:12:31.43"",""confidence"":0.77}]","{""primary"":""Jon Harper""}","{""primary"":""wedding_planning"",""alternate"":[""photography_store_and_services"",""real_estate_photography"",""personal_care_service"",""real_estate_service"",""health_and_medical"",""retail""]}",0.77,"[""http://jon-harper.co.uk/""]",,,"[""01452538638""]","{""names"":{}}","[{""freeform"":""90 Colesbourne Road"",""locality"":""Cheltenham"",""region"":""Gloucestershire"",""country"":""GB"",""postcode"":""GL51 6DN""}]"
1.0,08f26c87429abab203b45e087a107e4e,562949965054365,"[{""property"":"""",""dataset"":""meta"",""record_id"":""110161580809949"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949965054727"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949965054365"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324839704704"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324839704628"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324839704509"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374885863757"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374885147847"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Texas Health Heart & Lung Surgical Specialists""}","{""primary"":""cardiologist"",""alternate"":[""doctor"",""counseling_and_mental_health""]}",0.9962614185921548,"[""https://www.texashealth.org/thpg/heart-and-lung-surgical-specialists/6300-west-parker-road-suite-322-plano/""]","[""https://www.facebook.com/110161580809949""]",,"[""+19729817870""]","{""names"":{""primary"":""Texas Health""}}","[{""freeform"":""6300 W Parker Rd"",""locality"":""Plano"",""postcode"":""75093-8100"",""region"":""TX"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""562949965054365"",""update_time"":""2024-10-16T10:09:33.267"",""confidence"":0.77}]","{""primary"":""Texas Health Heart & Lung Surgical Specialists""}","{""primary"":""cardiologist"",""alternate"":[""doctor"",""health_and_medical""]}",0.77,"[""https://www.texashealth.org/thpg/heart-and-lung-surgical-specialists/6300-west-parker-road-suite-322-plano/""]",,,"[""9729817870""]","{""names"":{}}","[{""freeform"":""6300 W Parker Rd 322"",""locality"":""Plano"",""region"":""TX"",""country"":""US"",""postcode"":""75093""}]"
